id,floor,roomname,loc1,loc2,loceam,log_user,hostname,serial_number,processor,windows_version,windows_display_version,windows_install_date,manufacturer,model,total_ram,num_ram_slots,ram_per_slot,ram_speed,ram_type,ip_address,mac_address,office_name,office_version,citrix_name,citrix_version,status,taskfor,total_hdd_capacity,drive_types,timestamp
584,11F,Pod,POD_43,E,,wsd,MLASHP00655,8JGTVM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.143,A4BB.6D97.37BB,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),11/4/2025 22:27
585,11F,Pod,POD_43,D,,wsd,MLASHP00654,D84JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.88,C025.A591.4834,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/4/2025 22:27
586,11F,Pod,POD_43,C,,m.bautista,MLASHP00657,F7NWKJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.225,C025.A58A.706E,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/4/2025 22:27
587,11F,Pod,POD_31,A,,a.bolda,MLASHP00607,9JGTVM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.154,A4BB.6D97.53B9,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),11/4/2025 23:10
588,11F,Pod,POD_31,B,,a.bolda,MLASHP00605,3FN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.22,C025.A5C9.A330,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/4/2025 23:11
589,11F,Pod,POD_31,C,,a.bolda,MLASHP00603,9MTQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.8,A4BB.6D97.603C,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),11/4/2025 23:13
590,11F,Pod,POD_31,D,,a.bolda,MLASHP00610,FN7BZR3,12th Gen Intel(R) Core(TM) i5-12500T,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3000,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.28,00BE.43F6.F5E5,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),11/4/2025 23:15
591,11F,Pod,POD_31,E,,a.bolda,MLASHP00609,8CC0250FK5,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.107,BCE9.2F85.D3B0,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),11/4/2025 23:17
592,11F,Pod,POD_32,B,,a.bolda,MLASHP00635,F45JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.152,C025.A58A.5CE9,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/4/2025 23:26
593,11F,Pod,POD_32,C,,a.bolda,MLASHP00634,2ZM3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.93.77,C025.A5C9.A3FD,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/4/2025 23:28
594,11F,Pod,POD_32,D,,epmax_admin,MLASHP00640,BK4JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.130,C025.A591.4C6C,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/4/2025 23:29
595,11F,Pod,POD_32,A,,a.bolda,MLASHP00636,3BN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.94.96,C025.A5C7.9016,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/4/2025 23:32
596,11F,Pod,POD_32,E,,a.bolda,MLASHP00637,50TSNJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.231,C025.A591.47A3,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),11/4/2025 23:34
597,11F,Pod,POD_32,F,,a.bolda,MLASHP00639,F1K2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.164,A4BB.6D80.7BC9,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/4/2025 23:35
598,11F,Pod,POD_32,G,,a.bolda,MLASHP00638,8CC1112GNY,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,HP,HP EliteDesk 800 G6 Desktop Mini PC,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.123,6C02.E09B.53F1,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPSX-60A6WT0),11/4/2025 23:36
599,11F,Pod,POD_31,G,,a.bolda,MLASHP00691,GF4JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/4/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.67,C025.A58A.6778,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/5/2025 4:38
600,11F,Pod,POD_33,B,,a.bolda,MLASHP00521,J5J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.92.100,A4BB.6D97.82BB,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/5/2025 4:40
601,11F,Pod,POD_33,C,,a.bolda,MLASHP00631,G7N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.92.171,C025.A5C7.907C,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/5/2025 4:42
602,11F,Pod,POD_33,D,,a.bolda,MLASHP00632,2UA6050YGM,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.93.86,480F.CF47.640F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM000-1EJ162),11/5/2025 4:43
603,11F,Pod,POD_33,E,,a.bolda,MLASHP00630,1BTQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.93.36,A4BB.6D97.47B2,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),11/5/2025 4:45
604,11F,Pod,POD_33,F,,a.bolda,MLASHP00633,7XSQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.121,A4BB.6D97.3EB2,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),11/5/2025 4:46
605,11F,Pod,POD_33,G,,a.bolda,MLASHP00027,8CC0460650,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.203,F80D.AC2B.D43D,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/5/2025 4:47
606,11F,Pod,POD_36,A,,a.bolda,MLASHP00618,GDN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.6,C025.A5C9.A0F8,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/5/2025 4:53
607,11F,Pod,POD_36,C,,a.bolda,MLASHP00623,99J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.129,A4BB.6D97.3E5F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/5/2025 4:56
608,11F,Pod,POD_36,D,,a.bolda,MLASHP00620,3QS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.113,C025.A5C8.07FD,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/5/2025 4:57
609,11F,Pod,POD_36,F,,a.bolda,MLASHP00621,FBJ14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.250,A4BB.6D97.802E,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/5/2025 4:59
610,11F,Pod,POD_36,G,,a.bolda,MLASHP00619,9RH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.119,A4BB.6D97.3E58,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/5/2025 5:00
611,11F,Pod,POD_36,B,,a.bolda,MLASHP00516,8KGTVM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.141,A4BB.6D97.3DB9,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),11/5/2025 5:01
612,11F,Pod,POD_36,E,,a.bolda,MLASHP00622,5W3JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.105,C025.A591.42F8,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/5/2025 5:14
613,11F,Pod,POD_35,D,,a.bolda,MLASHP00672,8CC1112GLQ,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Microsoft Windows 11 Enterprise,25H2,10/20/2025,HP,HP EliteDesk 800 G6 Desktop Mini PC,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.136,6C02.E09B.534F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPSX-60A6WT0),11/6/2025 0:43
614,11F,Pod,POD_35,G,,a.bolda,MLASHP00652,8CC9220JGN,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,10/1/2025,HP,HP EliteDesk 800 G4 DM 65W,8.00 GB,1,8.00 GB,2667 MHz,DDR4,10.16.94.101,80E8.2C11.A5C6,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/6/2025 0:49
615,11F,Pod,POD_35,F,,a.bolda,MLASHP00653,8CC046063Q,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,10/1/2025,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.84,F80D.AC2B.D34C,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/6/2025 0:51
616,11F,Pod,POD_38,A,,a.bolda,MLASHP00681,3XH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,25H2,10/28/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.95.41,A4BB.6D97.6F5A,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 0:58
617,11F,Pod,POD_38,B,,a.bolda,MLASHP00385,J54JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.247,C025.A591.45F8,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/6/2025 0:59
618,11F,Pod,POD_34,A,,Administrator,MLASHP00693,HYH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/5/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.98,A4BB.6D97.83B5,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 1:18
619,11F,Pod,POD_34,B,,a.bolda,MLASHP00523,30J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/5/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.126,A4BB.6D96.8F6F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 1:19
620,11F,Pod,POD_34,E,,a.bolda,MLASHP00692,FYH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/5/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.116,A4BB.6D97.6FFC,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 1:19
621,11F,Pod,POD_34,G,,a.bolda,MLASHP00515,78J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/5/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.93.51,A4BB.6D96.40CA,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 1:20
622,11F,Pod,POD_34,F,,a.bolda,MLASHP00511,JTH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/5/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.102,A4BB.6D97.3F86,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 1:26
623,11F,Pod,POD_37,A,,a.bolda,MLASHP00392,2UA5451QP5,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.93.60,5065.F32F.436E,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (HGST HTS725050A7E630),11/6/2025 1:30
624,11F,Pod,POD_37,B,,a.bolda,MLASHP00395,MXL4490Y2G,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.142,40A8.F057.D2A4,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/6/2025 1:31
625,11F,Pod,POD_37,C,,a.bolda,MLASHP00393,MXL447221S,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.72,40A8.F03D.71BD,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPVX-00V0TT0),11/6/2025 1:31
626,11F,Pod,POD_37,D,,a.bolda,MLASHP00394,8CC1112GP4,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,HP,HP EliteDesk 800 G6 Desktop Mini PC,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.48,6C02.E09B.4587,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPSX-60A6WT0),11/6/2025 1:32
627,11F,Pod,POD_37,E,,a.bolda,MLASHP00397,2UA5421TZJ,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.73,5065.F325.9E76,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000BUCT-63PUZY0),11/6/2025 1:33
628,11F,Pod,POD_37,F,,a.bolda,MLASHP00396,MXL44910R5,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.132,40A8.F04D.7F50,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (HGST HTS725050A7E630),11/6/2025 1:35
629,11F,Pod,POD_37,G,,a.bolda,MLASHP00391,8CC0250FBQ,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,9/2/2025,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.172,BCE9.2F84.ADE8,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPLX-66ZNTT1),11/6/2025 1:36
630,11F,Pod,POD_39,A,,a.bolda,MLASHP00401,8CC1112GP1,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Microsoft Windows 11 Enterprise,24H2,9/4/2025,HP,HP EliteDesk 800 G6 Desktop Mini PC,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.222,6C02.E09B.53EF,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPSX-60A6WT0),11/6/2025 3:18
631,11F,Pod,POD_39,B,,a.bolda,MLASHP00405,1YJ2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,9/4/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.104,A4BB.6D84.53A6,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPLX-66ZNTT1),11/6/2025 3:20
632,11F,Pod,POD_39,C,,a.bolda,MLASHP00402,8CC0250FLP,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,9/4/2025,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.111,BCE9.2F85.D751,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPLX-66ZNTT1),11/6/2025 3:22
633,11F,Pod,POD_39,D,,a.bolda,MLASHP00400,4SH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/4/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.95.26,A4BB.6D97.98E5,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 3:23
634,11F,Pod,POD_39,E,,a.bolda,MLASHP00404,BMR91N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/4/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.105,A4BB.6D97.3ACA,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),11/6/2025 3:24
635,11F,Pod,POD_39,G,,a.bolda,MLASHP00403,2UA53322JG,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/4/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.127,ECB1.D758.2DA2,Microsoft Office 2016/2019/365,16,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (WDC WD5000LPVX-08V0TT5),11/6/2025 3:26
636,11F,Pod,POD_56,G,,a.bolda,MLASHP00690,1CN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/4/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.235,C025.A5C7.9086,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/9/2025 1:30
637,11F,Pod,POD_56,F,,a.bolda,MLASHP00689,5FTQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/4/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.205,A4BB.6D96.DD68,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),11/9/2025 1:33
638,11F,Pod,POD_56,E,,a.bolda,MLASHP00688,8CC9325F5J,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,25H2,11/4/2025,HP,HP EliteDesk 800 G4 DM 65W,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.92,F8B4.6AAC.913A,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),11/9/2025 1:34
639,11F,Pod,POD_57,C,,a.bolda,MLASHP00628,6FN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.33,C025.A5C9.A337,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/9/2025 1:48
640,11F,Pod,POD_55,F,,Administrator,MLASHP00712,GZM3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,11/8/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.115,C025.A5C9.9FC0,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),11/9/2025 2:13
